name,usage
SAMANTHA,English
SAMANTHA,Italian
SAMANTHA,Dutch
SAMAR ,Arabic
SAMAR ,Urdu
SAMAR ,Bengali
SAMARA,English
SAMARA,Portuguese
SAMED,Turkish
SAMEER ,Arabic
SAMEER ,Indian
SAMEER ,Hindi
SAMEER ,Marathi
SAMEER ,Bengali
SAMEER ,Gujarati
SAMEERA ,Arabic
SAMEERA ,Indian
SAMEERA ,Telugu
SAMEERA ,Marathi
SAMEERA ,Hindi
SAMET,Turkish
SAMI ,Finnish
SAMI ,Arabic
SAMI ,Turkish
SAMIA,Arabic
ŞAMIL,Azerbaijani
SAMINA,Arabic
SAMIR ,Arabic
SAMIR ,Azerbaijani
SAMIR ,Indian
SAMIR ,Hindi
SAMIR ,Marathi
SAMIR ,Bengali
SAMIR ,Gujarati
SAMIRA ,Arabic
SAMIRA ,Persian
SAMIRA ,Indian
SAMIRA ,Marathi
SAMIRA ,Hindi
SAMIRA ,Telugu
SAMIYA,Arabic
SAMIYE,Turkish
SAMMI,English
SAMMIE,English
SAMMY,English
SAMNANG,Khmer
SAMO,Slovene
SAMO,Medieval Slavic
SAMOIL,Macedonian
SAMOUEL,Biblical Greek
SAMPO,Finnish
SAMPO,Finnish Mythology
SAMPPA,Finnish
SAMPSON ,Biblical Greek
SAMPSON ,English
SAMRA,Arabic
SAMSON,Biblical
SAMSON,English
SAMSON,French
SAMSON,Biblical Latin
SAMU,Hungarian
SAMU,Finnish
SAMU,Spanish
SÁMUEL,Hungarian
SAMUEL,English
SAMUEL,French
SAMUEL,German
SAMUEL,Dutch
SAMUEL,Spanish
SAMUEL,Portuguese
SAMUEL,Polish
SAMUEL,Czech
SAMUEL,Slovak
SAMUEL,Swedish
SAMUEL,Norwegian
SAMUEL,Danish
SAMUEL,Finnish
SAMUEL,Jewish
SAMUEL,Biblical
SAMUELA,Italian
SAMUELE,Italian
SAMUHEL,Biblical Latin
SAMUIL,Russian
SAMUIL,Bulgarian
SAMUILU,Old Church Slavic
SAMULI,Finnish
SAMWISE,Literature
ŞAN,Turkish
SANA,Arabic
SANAA ,Arabic
SANAA ,Eastern African
SANAA ,Swahili
SANAZ,Persian
SANCHA,Spanish
SANCHERIV,Biblical Hebrew
SANCHO,Spanish
SANCHO,Portuguese
SANCTIUS,Late Roman
SANDA ,Romanian
SANDA ,Croatian
SANDA ,Latvian
SANDA ,Burmese
SANDALIO,Spanish
SANDEEP,Indian
SANDEEP,Hindi
SANDEEP,Marathi
SANDEEP,Bengali
SANDEEP,Punjabi
SANDEEP,Gujarati
SANDEEP,Kannada
SANDEEP,Malayalam
SANDEEP,Telugu
SANDEEP,Tamil
SANDEEP,Nepali
SANDER,Dutch
SANDER,Estonian
SANDER,Danish
SANDER,Norwegian
SANDFORD,English
SANDHYA,Hinduism
SANDHYA,Indian
SANDHYA,Hindi
SANDHYA,Marathi
SANDHYA,Telugu
SANDHYA,Tamil
SANDHYA,Kannada
SANDHYA,Malayalam
SANDI,Croatian
SANDI,Slovene
SANDIE,English
SANDILE,Southern African
SANDILE,Zulu
SANDILE,Xhosa
SANDILE,Ndebele
SANDIP,Indian
SANDIP,Hindi
SANDIP,Marathi
SANDIP,Bengali
SANDIP,Punjabi
SANDIP,Gujarati
SANDIP,Kannada
SANDIP,Malayalam
SANDIP,Telugu
SANDIP,Tamil
SANDIP,Nepali
SÁNDOR,Hungarian
SANDRA,Italian
SANDRA,English
SANDRA,French
SANDRA,Spanish
SANDRA,Portuguese
SANDRA,German
SANDRA,Dutch
SANDRA,Swedish
SANDRA,Norwegian
SANDRA,Danish
SANDRA,Icelandic
SANDRA,Latvian
SANDRA,Lithuanian
SANDRA,Polish
SANDRA,Slovene
SANDRA,Croatian
SANDRA,Serbian
SANDRA,Macedonian
SANDRA,Czech
SANDRA,Romanian
SANDRINE,French
SANDRO,Italian
SANDRO,Georgian
SANDU,Romanian
SANDY,English
SANEL,Croatian
SANELA,Croatian
SANELA,Slovene
SANEM,Turkish
SANFORD,English
SANG,Korean
SANG-HUN,Korean
SANGO,Popular Culture
SANI,Arabic
SANIYYA,Arabic
SANJA,Croatian
SANJA,Serbian
SANJA,Slovene
SANJANA,Indian
SANJANA,Hindi
SANJANA,Marathi
SANJAY,Indian
SANJAY,Hindi
SANJAY,Marathi
SANJAY,Bengali
SANJAY,Odia
SANJAY,Gujarati
SANJAY,Kannada
SANJAY,Malayalam
SANJAY,Telugu
SANJAY,Tamil
SANJAY,Nepali
SANJAYA,Hinduism
SANJEET,Indian
SANJEET,Hindi
SANJEEV,Indian
SANJEEV,Hindi
SANJEEV,Marathi
SANJEEV,Gujarati
SANJEEV,Punjabi
SANJEEV,Telugu
SANJEEV,Kannada
SANJIB,Bengali
SANJICA,Croatian
SANJIN,Croatian
SANJIT,Indian
SANJIT,Hindi
SANJIT,Bengali
SANJIV,Indian
SANJIV,Hindi
SANJIV,Marathi
SANJIV,Gujarati
SANJIV,Punjabi
SANJIV,Telugu
SANJIV,Kannada
SANKAR,Indian
SANKAR,Malayalam
SANKAR,Bengali
SANNA,Swedish
SANNA,Finnish
SANNE,Dutch
SANNE,Danish
SANNI,Finnish
SANS,Medieval Spanish
SANSONE,Italian
SANTA ,Italian
SANTA ,Latvian
SANTE,Italian
SANTERI,Finnish
SANTI,Spanish
SANTI,Italian
SANTIAGO,Spanish
SANTIAGO,Portuguese
SANTINA,Italian
SANTINO,Italian
SANTO,Italian
SANTOS,Spanish
SANTTU,Finnish
SANTUZZA,Italian
SANYA ,Arabic
SANYA ,Russian
SANYI,Hungarian
SAODAT,Uzbek
SAOIRSE,Irish
SAORI,Japanese
SAOUL,Biblical Greek
SAPIR,Hebrew
SAPPHEIRE,Biblical Greek
SAPPHIRA,Biblical
SAPPHIRE,English
SAPPHO,Ancient Greek
SAQUI,Indigenous American
SAQUI,Mapuche
SÁRA,Hungarian
SÁRA,Czech
SÁRA,Slovak
SARA,Greek
SARA,Spanish
SARA,Italian
SARA,Portuguese
SARA,Catalan
SARA,Romanian
SARA,Swedish
SARA,Norwegian
SARA,Danish
SARA,Icelandic
SARA,Finnish
SARA,German
SARA,French
SARA,Dutch
SARA,Slovene
SARA,Croatian
SARA,Serbian
SARA,Macedonian
SARA,Polish
SARA,English
SARA,Hebrew
SARA,Arabic
SARA,Persian
SARA,Bosnian
SARA,Biblical Greek
SARAH,English
SARAH,French
SARAH,German
SARAH,Hebrew
SARAH,Arabic
SARAH,Biblical
SARAH,Biblical Hebrew
SARAI,Biblical
SARAI,Biblical Latin
SARAI,Biblical Hebrew
SARAID,Irish
SARAL,Indian
SARAL,Hindi
SARALA,Tamil
SARALA,Indian
SARALA,Telugu
SARALA,Kannada
SARANGEREL,Mongolian
SARANNA,English
SARASWATI,Hinduism
SARASWATI,Indian
SARASWATI,Hindi
SARASWATI,Marathi
SARAVA,Various
SARDAR,Persian
SARDAR,Urdu
SARDAR,Pashto
SARGIS,Armenian
SARGON,Akkadian
SARGON,Biblical
SARGON,Biblical Hebrew
SÁRI,Hungarian
SARI ,Finnish
SARI ,Indonesian
SARIAH,Mormon
SÁRIKA,Hungarian
SARIKA,Indian
SARIKA,Hindi
SARIKA,Marathi
SARINA,Dutch
SARINA,English
SARIT,Hebrew
SARITA ,Spanish
SARITA ,Indian
SARITA ,Hindi
SARITA ,Marathi
SARITA ,Nepali
ŠÁRKA,Czech
SARKIS,Armenian
ŠARLOTA,Czech
SARMĪTE,Latvian
SARNAI,Mongolian
SAROLT,Hungarian
SAROLTA,Hungarian
SAROSH,Persian Mythology
SARPEDON,Greek Mythology
SARRA,Biblical Latin
SARRA,Old Church Slavic
SARRHA,Biblical Greek
SARVESH,Indian
SARVESH,Hindi
SARVESH,Marathi
SAŠA,Croatian
SAŠA,Serbian
SAŠA,Slovene
SASCHA,German
SASHA,Russian
SASHA,Ukrainian
SASHA,English
SASHA,French
SASHENKA,Russian
SASHI,Indian
SASHI,Kannada
SASHKA,Bulgarian
SASHKA,Macedonian
SASHO,Bulgarian
SASHO,Macedonian
SASHOK,Russian
SASITHORN,Thai
SAŠKA,Slovene
SAŠKA,Macedonian
SASKIA,Dutch
SASKIA,German
SAŠKO,Macedonian
SAŠO,Slovene
SAŠO,Macedonian
SASSA,Swedish
SATAN,Theology
SATAN,Biblical
SATAN,Biblical Hebrew
SATCHEL,English
SATI,Hinduism
SATISH,Indian
SATISH,Hindi
SATISH,Marathi
SATISH,Kannada
SATISH,Telugu
SATISHA,Hinduism
SATOMI,Japanese
SATU,Finnish
SATURN,Roman Mythology
SATURNINA,Ancient Roman
SATURNINA,Spanish
SATURNINO,Spanish
SATURNINO,Italian
SATURNINO,Portuguese
SATURNINUS,Ancient Roman
SATURNUS,Roman Mythology
SAUDA,Eastern African
SAUDA,Swahili
SAÚL,Spanish
SAUL,Biblical
SAUL,Jewish
SAUL,Biblical Latin
SAULE ,Latvian
SAULE ,Baltic Mythology
SAULE ,Kazakh
SAULĖ,Lithuanian
SAULĖ,Baltic Mythology
SAULI,Finnish
SAULIĀ,Baltic Mythology
SAULIUS,Lithuanian
SAUNDRA,Scottish
SAURON,Literature
SAVA,Serbian
SAVA,Bulgarian
SAVANNA,English
SAVANNAH,English
SAVAŞ,Turkish
SAVELI,Russian
SAVELIY,Russian
SAVELY,Russian
SAVERIA,Italian
SAVERIO,Italian
SAVERIU,Corsican
SAVINA,Italian
SAVINO,Italian
SAVIO,Italian
SAVITR,Hinduism
SAVITRI,Hinduism
SAVITRI,Indian
SAVITRI,Hindi
SAVITRI,Marathi
SAVVA,Russian
SAVVAS,Greek
SAWDA,Arabic
SAWNEY,Scottish
SAWSAN,Arabic
SAWYER,English
SAWYL,Welsh
SAXA,Ancient Germanic
SAXON,English
SAYAKA,Japanese
SAYEN,Indigenous American
SAYEN,Mapuche
SAYLOR,English
SAYNAB,Eastern African
SAYNAB,Somali
SAYURI,Japanese
SAYYID,Arabic
SAYYIDA,Arabic
SCAEVOLA,Ancient Roman
SCARLET,English
SCARLETT,English
SCEVOLA,Italian
SCHEHERAZADE,Literature
SCHOLASTICA,Late Roman
SCHOLASTIQUE,French
SCHUYLER,English
SCHWANHILD,German
SCILLA,Italian
SCOT,English
SCOT,Scottish
SCOTT,English
SCOTT,Scottish
SCOTTIE,English
SCOTTIE,Scottish
SCOTTY,English
SCOTTY,Scottish
SCOUT,English
SÉ,Irish
SEACHLANN,Irish
SEACHNALL,Irish
SEAD,Bosnian
SÉAFRA,Irish
SEAGHDH,Scottish
SÉAGHDHA,Irish
SÉAMAS,Irish
SÉAMUS,Irish
SEÁN,Irish
SEAN,Irish
SEAN,English
SEANÁN,Irish
SEANNA,English
SÉARLAIT,Irish
SÉARLAS,Irish
SEBASTIAAN,Dutch
SEBASTIÁN,Spanish
SEBASTIÁN,Czech
SEBASTIAN,German
SEBASTIAN,English
SEBASTIAN,Swedish
SEBASTIAN,Norwegian
SEBASTIAN,Danish
SEBASTIAN,Polish
SEBASTIAN,Finnish
SEBASTIAN,Romanian
SEBASTIAN,Czech
SEBASTIANA,Italian
SEBASTIANA,Spanish
SEBASTIANA,Portuguese
SEBASTIANO,Italian
SEBASTIANUS,Late Roman
SEBASTIÃO,Portuguese
SÉBASTIEN,French
SÉBASTIENNE,French
SEBASTIJAN,Slovene
SEBASTIJAN,Croatian
SEBASTJAN,Slovene
ŠEBESTIÁN,Czech
SEBESTYÉN,Hungarian
SÉBIRE,Norman
SEBLE,Eastern African
SEBLE,Amharic
ŞEBNEM,Turkish
SECHNALL,Irish
SECUNDINUS,Ancient Roman
SECUNDUS,Ancient Roman
SEDA,Turkish
SEDEF,Turkish
SEDNA,Mythology
SEELA,Finnish
SEEMA,Indian
SEEMA,Hindi
SEEMA,Marathi
SEETA,Indian
SEETA,Hindi
SEETHA,Tamil
SEFA,Turkish
SEFFORA,Biblical Latin
SEFTON,English
SEFU,Eastern African
SEFU,Swahili
SEGISMUNDO,Spanish
SÉGOLÈNE,French
SEHER,Turkish
ŞEHRAZAD,Turkish
ŞEHRAZAT,Turkish
ŞEHZADE,Turkish
SEIJA,Finnish
SEISYLL,Ancient Welsh
SEJAD,Bosnian
SEKAI,Southern African
SEKAI,Shona
SEKANI,Southern African
SEKANI,Tumbuka
SEKAR,Tamil
SEKHAR,Indian
SEKHAR,Telugu
SEKHAR,Bengali
SELA,English
SELAH,Biblical
SELÂHATTIN,Turkish
SELAHATTIN,Turkish
SELBY,English
SELENA,Spanish
SELENA,Russian
SELENA,Greek Mythology
SELENE,Greek Mythology
SELEUCUS,Ancient Greek
SELEUKOS,Ancient Greek
SELIG,Yiddish
SELIM,Turkish
SELIMA,Arabic
SELINA,English
SELINI,Greek
SELMA ,English
SELMA ,German
SELMA ,Dutch
SELMA ,Swedish
SELMA ,Norwegian
SELMA ,Danish
SELMA ,Icelandic
SELMA ,Turkish
SELMAN,Turkish
SELVAGGIA,Italian
SELWYN,English
SEM,Biblical Latin
SEM,Biblical Greek
SEM,Dutch
SEMELE,Greek Mythology
SEMEN,Ukrainian
SEMEN,Russian
SEMIH,Turkish
SEMIHA,Turkish
SEMION,Russian
SEMIR,Turkish
SEMIRAMIS,Ancient Assyrian
SEMRA,Turkish
ŞEMSETTIN,Turkish
SEMYON,Russian
SENÁN,Irish
SENAN,Irish
ŞENAY,Turkish
SENCE,Medieval Spanish
SENDER,Yiddish
SENDOA,Basque
SENECA,Ancient Roman
ŞENER,Turkish
SENGA,Scottish
SENGPHET,Lao
SENJA,Finnish
SENKA,Serbian
SENKA,Croatian
SENN,Dutch
SENNA,Dutch
SENNACHERIB,Ancient Assyrian
SENNACHERIB,Biblical
SENNACHERIB,Biblical Latin
SENNE,Dutch
ŞENOL,Turkish
SENS,Medieval Spanish
SENTA,German
SEOC,Scottish
SEO-HYEON,Korean
SEO-HYUN,Korean
SEOIRSE,Irish
SEO-JOON,Korean
SEO-JUN,Korean
SEOK,Korean
SEONA,Scottish
SEONAG,Scottish
SEÒNAID,Scottish
SEONG,Korean
SEONG-HO,Korean
SEONG-HUN,Korean
SEONG-HYEON,Korean
SEONG-JIN,Korean
SEONG-MIN,Korean
SEONG-SU,Korean
SEÒRAS,Scottish
SEÒSAIDH,Scottish
SEOSAMH,Irish
SEO-YEON,Korean
SEO-YUN,Korean
SEPETEUS,Biblical Finnish
SÉPHORA,French
SEPI,Finnish
SEPP,German
SEPPE,Flemish
SEPPEL,German
SEPPHORA,Biblical Greek
SEPPO ,Finnish
SEPPO ,Finnish Mythology
SEPPO ,Finnish
SEPTEMBER,English
SEPTIMA,Ancient Roman
SEPTIMIUS,Ancient Roman
SEPTIMUS,Ancient Roman
SEQUOIA,English
SEQUOYAH,Indigenous American
SEQUOYAH,Cherokee
SERA,English
SERAFEIM,Greek
SERAFIM,Greek
SERAFIM,Portuguese
SERAFIM,Russian
SERAFIM,Bulgarian
SERAFIM,Macedonian
SERAFIMA,Russian
SERAFIN,Polish
SERAFINA,Italian
SERAFINA,Spanish
SERAFINA,Portuguese
SERAFINA,Polish
SERAFINO,Italian
SERAIAH,Biblical
SERAIAH,Biblical Hebrew
SÉRAPHIN,French
SERAPHINA,English
SERAPHINA,German
SERAPHINA,Late Roman
SÉRAPHINE,French
SERAPHINUS,Late Roman
SERAPION,Ancient Greek
SERAPIS,Egyptian Mythology
SERDAR,Turkish
SERDAR,Turkmen
SEREN,Welsh
SERENA,English
SERENA,Italian
SERENA,Late Roman
SERENITY,English
SERGE,French
SERGEI,Russian
SERGEI,Bulgarian
SERGEJ,Serbian
SERGEJ,Russian
SERGEJ,Bulgarian
SERGEJS,Latvian
SERGEY,Russian
SERGEY,Bulgarian
SERGHEI,Romanian
SERGI,Catalan
SERGINE,French
SÉRGIO,Portuguese
SERGIO,Italian
SERGIO,Spanish
SERGIU,Romanian
SERGIUS,Ancient Roman
SERGIUSZ,Polish
SERHAN,Turkish
SERHAT,Turkish
SERHII,Ukrainian
SERHIY,Ukrainian
ŞERIF,Turkish
ŞERIFE,Turkish
SERIK,Kazakh
SERINA,English
SERKAN,Turkish
ŞERMIN,Turkish
SERPIL,Turkish
SERRENA,English
SERVAAS,Dutch
SERVAOS,Limburgish
SERVATIUS,Late Roman
SERVIUS,Ancient Roman
SESTO,Italian
SET,Egyptian Mythology
SETARE,Persian
SETAREH,Persian
SETH ,English
SETH ,Biblical
SETH ,Biblical Latin
SETH ,Biblical Greek
SETH ,Egyptian Mythology
SETHUNYA,Southern African
SETHUNYA,Tswana
SETI,Ancient Egyptian
SETIAWAN,Indonesian
SETSUKO,Japanese
SETTIMIO,Italian
SETTIMO,Italian
SEUMAS,Scottish
SEUNG,Korean
SEVA,Russian
SEVAN,Armenian
SEVARA,Uzbek
SEVASTIAN,Russian
SEVASTYAN,Russian
SEVDA,Turkish
SEVDA,Azerbaijani
SEVE,Spanish
SÉVÈRE,French
SEVERI,Finnish
SEVERIANO,Spanish
SEVERIANUS,Ancient Roman
SÉVERIN,French
SEVERIN,German
SEVERIN,Norwegian
SEVERIN,Swedish
SEVERIN,Danish
SEVERINA,Italian
SEVERINA,Portuguese
SEVERINA,Ancient Roman
SÉVÉRINE,French
SÉVERINE,French
SEVERINO,Italian
SEVERINO,Spanish
SEVERINO,Portuguese
SEVERINUS,Ancient Roman
SEVERO,Italian
SEVERO,Spanish
SEVERO,Portuguese
SEVERUS,Ancient Roman
SEVGI,Turkish
SEVIL,Turkish
SEVIM,Turkish
SEVINC,Azerbaijani
SEVINÇ,Turkish
SEVINJ,Azerbaijani
ŞEVKET,Turkish
ŞEVVAL,Turkish
SEWARD,English
SEWERYN,Polish
SEWERYNA,Polish
SEXTILIUS,Ancient Roman
SEXTUS,Ancient Roman
SEYDOU,Western African
SEYED,Persian
SEYFETTIN,Turkish
SEYFULLAH,Turkish
ŞEYMA,Turkish
SEYMOUR,English
SEYNABOU,Western African
SEYYED,Persian
SEYYID,Turkish
SEYYIT,Turkish
SEZIM,Kazakh
SHABNAM,Persian
SHABNAM,Urdu
SHACHAR,Hebrew
SHAD ,Arabic
SHAD ,English
SHADI ,Arabic
SHADI ,Persian
SHADIYA,Arabic
SHADRACH,Biblical
SHADYA,Arabic
SHAE,English
SHAELYN,English
SHAFAQAT,Arabic
SHAFIQ,Arabic
SHAFIQA,Arabic
SHAHAR,Hebrew
SHAHD,Arabic
SHAHEEN,Persian
SHAHID,Arabic
SHAHID,Urdu
SHAHIN,Persian
SHAHIN,Arabic
SHAHIRA,Arabic
SHAHJAHAN,Urdu
SHAHNAZ,Persian
SHAHNAZ,Arabic
SHAHNAZ,Urdu
SHAHNOZA,Uzbek
SHAHNOZA,Tajik
SHAHRAM,Persian
SHAHRAZAD,Persian
SHAHRAZAD,Arabic
SHAHRIAR,Persian
SHAHRIVAR,Persian Mythology
SHAHRIYAR,Persian
SHAHRIZAD,Arabic
SHAHROKH,Persian
SHAHRUKH,Urdu
SHAHRUKH,Indian
SHAHRUKH,Hindi
SHAHRZAD,Persian
SHAHZAD,Persian
SHAHZAD,Arabic
SHAHZAD,Urdu
SHAHZADA,Urdu
SHAI,Hebrew
SHAILAJA,Hinduism
SHAILAJA,Indian
SHAILAJA,Telugu
SHAIMA,Arabic
SHAIMAA,Arabic
SHAINA,Yiddish
SHAINDEL,Yiddish
SHAKA,History
SHAKED,Hebrew
SHAKEEL,Arabic
SHAKIL,Arabic
SHAKILA,Arabic
SHAKIR,Arabic
SHAKIRA,Arabic
SHAKTI,Hinduism
SHAKTI,Indian
SHAKTI,Hindi
SHAKUNTALA,Hinduism
SHAKUNTALA,Indian
SHAKUNTALA,Hindi
SHAKUNTALA,Marathi
SHAKUR,Arabic
SHAKURA,Arabic
SHALEV,Hebrew
SHALIM,Semitic Mythology
SHALMANESER,Ancient Assyrian
SHALMANESER,Biblical
SHALMANESER,Biblical Hebrew
SHALOM,Hebrew
SHALVA,Georgian
SHAM'A,Arabic
SHAMASH,Semitic Mythology
SHAMGAR,Biblical
SHAMIL,Arabic
SHAMIL,Kazakh
SHAMIL,Avar
SHAMIL,Chechen
SHAMIL,Tatar
SHAMIL,Azerbaijani
SHAMIRA,Hebrew
SHAMMURAMAT,Ancient Assyrian
SHAMS,Semitic Mythology
SHAMS AL-DIN,Arabic
SHAMSUDDIN,Arabic
SHAMUS,Irish
SHAN,Welsh
SHANA ,English
SHANA ,Yiddish
SHANAE,English
SHANDAR,Urdu
SHÁŃDÍÍN,Indigenous American
SHÁŃDÍÍN,Navajo
SHANE,Irish
SHANE,English
SHANELLE,English
SHANENE,English
SHANI ,Hebrew
SHANI ,Hinduism
SHANIA,English
SHANICE,African American
SHANIKA,African American
SHANIQUA,African American
SHANKAR,Indian
SHANKAR,Hindi
SHANKAR,Marathi
SHANKAR,Kannada
SHANKAR,Malayalam
SHANKAR,Telugu
SHANKAR,Tamil
SHANKAR,Bengali
SHANKAR,Nepali
SHANKARA,Hinduism
SHANNA,English
SHANNAH,English
SHANNEN,English
SHANNON,English
SHANON,English
SHANTA,Hinduism
SHANTA,Indian
SHANTA,Hindi
SHANTA,Marathi
SHANTA,Nepali
SHANTAE,English
SHANTANU,Hinduism
SHANTANU,Indian
SHANTANU,Hindi
SHANTANU,Marathi
SHANTANU,Bengali
SHANTEL,English
SHANTELLE,English
SHANTHI,Tamil
SHANTHI,Indian
SHANTHI,Malayalam
SHANTHI,Kannada
SHANTI,Indian
SHANTI,Hindi
SHANTI,Marathi
SHANTI,Nepali
SHAPOUR,Persian
SHAPUR,Persian
SHAQUILA,English
SHAQUILLE,English
SHARALYN,English
SHARAR,Biblical
SHAREEF,Arabic
SHARI,English
SHARIAH,Arabic
SHARIF,Arabic
SHARIF,Urdu
SHARIF,Pashto
SHARIF,Persian
SHARIF,Malay
SHARIFA,Arabic
SHARIFAH,Arabic
SHARIFAH,Malay
SHARISE,English
SHARLA,English
SHARLEEN,English
SHARLENE,English
SHARMA,Indian
SHARMA,Hindi
SHARMAINE,English
SHARMILA,Tamil
SHARMILA,Indian
SHARMILA,Marathi
SHARON,English
SHARONA,English
SHARRON,English
SHARRU-UKIN,Akkadian
SHARRU-UKIN,Ancient Assyrian
SHARYL,English
SHARYN,English
SHASHI,Indian
SHASHI,Hindi
SHASHI,Marathi
SHASHI,Bengali
SHASHI,Kannada
SHASHI,Telugu
SHA'UL,Biblical Hebrew
SHAUL,Hebrew
SHAUN,English
SHAUNA,English
SHAVONNE,Irish
SHAVONNE,English
SHAW ,English
SHAW ,Scottish
SHAWN,English
SHAWNA,English
SHAWNDA,English
SHAWNEE,English
SHAY ,Irish
SHAY ,Hebrew
SHAYE,English
SHAYLA,English
SHAYLYN,English
SHAYMA,Arabic
SHAYNA,Yiddish
SHAYNAH,Yiddish
SHAYNE,English
SHAZI,Arabic
SHAZIA,Urdu
SHEA,Irish
SHE'ALTI'EL,Biblical Hebrew
SHEALTIEL,Biblical
SHEAMUS,Irish
SHEARD,English
SHEBA,Biblical
SHEELA,Indian
SHEELA,Marathi
SHEELA,Kannada
SHEELA,Hindi
SHEELA,Tamil
SHEELAGH,English
SHEENA,Scottish
SHEENA,English
SHEENAGH,English
SHEFQET,Albanian
SHEHERAZADE,Literature
SHEILA,Irish
SHEILA,English
SHEINE,Yiddish
SHEKHAR,Indian
SHEKHAR,Hindi
SHEKHAR,Marathi
SHEKHAR,Punjabi
SHEKHAR,Gujarati
SHEKINAH,Various
SHEL,English
SHELACH,Biblical Hebrew
SHELAGH,English
SHELAH,Biblical
SHELAH,Biblical Hebrew
SHELBY,English
SHELDON,English
SHELENA,African American
SHELIA,English
SHELL,English
SHELLEY,English
SHELLY,English
SHELOMOH,Biblical Hebrew
SHELTON,English
SHEM,Biblical
SHEM,Biblical Hebrew
SHEMAIAH,Biblical
SHEMA'YAH,Biblical Hebrew
SHEMER,Biblical
SHEMU'EL,Biblical Hebrew
SHENA,English
SHENANDOAH,Indigenous American
SHENANDOAH,Oneida
SHEONA,Scottish
SHEPHERD,English
SHER,Urdu
SHER,Pashto
SHERAGA,Jewish
SHERAH,Biblical
SHERALI,Uzbek
SHERALI,Tajik
SHEREE,English
SHEREEN,Persian
SHERI,English
SHERIDAN,English
SHERIE,English
SHERIF,Arabic
SHERILL,English
SHERILYN,English
SHERISSE,English
SHERLEY,English
SHERLOCK,Literature
SHERMAN,English
SHERRI,English
SHERRIE,English
SHERRY,English
SHERWOOD,English
SHERYL,English
SHERYLL,English
SHERZOD,Uzbek
SHERZOD,Tajik
SHET,Biblical Hebrew
SHEVAUN,Irish
SHEVAUN,English
SHEVON,Irish
SHEVON,English
SHI,Chinese
SHIB,Bengali
SHICHIRO,Japanese
SHICHIRŌ,Japanese
SHICHIROU,Japanese
SHIDEH,Persian
SHIFRA,Hebrew
SHIFRA,Biblical Hebrew
SHIGERU,Japanese
SHIHAB,Arabic
SHIKHA,Indian
SHIKHA,Hindi
SHIKOBA,Indigenous American
SHIKOBA,Choctaw
SHILA,Indian
SHILA,Marathi
SHILOH,Biblical
SHIMMEL,Yiddish
SHIMON,Hebrew
SHIMON,Biblical Hebrew
SHIMSHON,Hebrew
SHIMSHON,Biblical Hebrew
SHIN,Japanese
SHINGO,Japanese
SHIN'ICHI,Japanese
SHINJU,Japanese
SHINOBU,Japanese
SHINSUKE,Japanese
SHINTA,Javanese
SHIN'YA,Japanese
SHION,Japanese
SHIORI,Japanese
SHIPHRAH,Biblical
SHIR ,Hebrew
SHIR ,Persian
SHIRA,Hebrew
SHIREEN,Persian
SHIRI,Hebrew
SHIRIN,Persian
SHIRLEE,English
SHIRLEY,English
SHIRLI,Hebrew
SHIRO,Japanese
SHIRŌ,Japanese
SHIROU,Japanese
SHIV,Indian
SHIV,Hindi
SHIV,Marathi
SHIV,Punjabi
SHIVA ,Hinduism
SHIVA ,Indian
SHIVA ,Telugu
SHIVA ,Tamil
SHIVA ,Kannada
SHIVA ,Malayalam
SHIVA ,Nepali
SHIVA ,Persian
SHIVALI,Hinduism
SHIVALI,Indian
SHIVALI,Hindi
SHIVANI,Hinduism
SHIVANI,Indian
SHIVANI,Hindi
SHIZUKA,Japanese
SHLOMIT,Hebrew
SHLOMO,Hebrew
SHMUEL,Hebrew
SHO,Japanese
SHŌ,Japanese
SHOBHA,Indian
SHOBHA,Kannada
SHOBHA,Hindi
SHOBHA,Marathi
SHŌHEI,Japanese
SHOHRE,Persian
SHOHREH,Persian
SHOKOUFEH,Persian
SHOKUFEH,Persian
SHOLTO,Scottish
SHONA,Scottish
SHONDA,English
SHOSHANA,Hebrew
SHOSHANNAH,Biblical Hebrew
SHŌTA,Japanese
SHOTA,Japanese
SHOU,Japanese
SHOUHEI,Japanese
SHOUTA,Japanese
SHPRESA,Albanian
SHPRINTZA,Yiddish
SHPRINTZE,Yiddish
SHPRINTZEL,Yiddish
SHQIPE,Albanian
SHRAGA,Jewish
SHRESTH,Indian
SHRESTH,Hindi
SHREYA,Indian
SHREYA,Hindi
SHREYA,Marathi
SHREYA,Bengali
SHREYA,Gujarati
SHRI,Hinduism
SHRIDEVI,Hinduism
SHRINIVAS,Indian
SHRINIVAS,Marathi
SHRIPATI,Hinduism
SHRIVATSA,Indian
SHRIVATSA,Hindi
SHU,Chinese
SHUBHAM,Indian
SHUBHAM,Hindi
SHUBHAM,Marathi
SHUFEN,Chinese
SHUG,Scottish
SHUHRAT,Uzbek
SHUHRAT,Tajik
SHUI,Chinese
SHUKHRAT,Uzbek
SHUKRI,Arabic
SHUKRIYA,Arabic
SHUKRIYYA,Arabic
SHULA,Arabic
SHULAMIT,Hebrew
SHULAMITE,Biblical
SHULAMITH,Hebrew
SHULAMMIT,Biblical Hebrew
SHULAMMITE,Biblical
SHULMANU,Semitic Mythology
SHULMANU-ASHARED,Ancient Assyrian
SHUN ,Chinese
SHUN ,Japanese
SHURA,Russian
SHWETA,Indian
SHWETA,Marathi
